opportunity_id,description,category,opportunity_type,opportunity_field,age_range,grade_level,phone_number,Ext,website,Images,modality,qualification,paid,cost,source,rating_5_star,org_id,event_address_id,contact_id,program_id,subprogam_id
120,"Pennsylvania Free Enterprise Week (PFEW) is a week-long, summer opportunity for high school students to learn how to run a business and be entrepreneurs.This program prepares participants for this generation's fast-paced, business-oriented world by equipping them with practical tools and appropriate knowledge to provide exposure to the real world and increase their chances of success.",Competitions,Competitions,Business,14-18,High School,814-833-9576,,https://www.pfew.org/pfew-info,,,"High school sophomore or junior, PA high school student.",1,$295.00,,,19,,,61,
121,"Pennsylvania Free Enterprise Week (PFEW) is a week-long, summer opportunity for high school students to learn how to run a business and be entrepreneurs.This program prepares participants for this generation's fast-paced, business-oriented world by equipping them with practical tools and appropriate knowledge to provide exposure to the real world and increase their chances of success.",Enrichment Exposure Exploration,Skills Training,Business,14-18,High School,814-833-9576,,https://www.pfew.org/pfew-info,,,"High school sophomore or junior, PA high school student.",1,$295.00,,,19,,,61,
122,"The Carnegie Mellon AI4ALL program provides opportunities for students from underrepresented communities to study artificial intelligence with full-time faculty, staff and researchers who are leaders in the field.",Pre-College Programs,Pre-College Programs,Artificial Intelligence,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/ai4all-at-carnegie-mellon.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date.
Be a U.S. citizen or permanent resident. Students who are registered with DACA are also eligible.
Be a current sophomore or junior in high school at the time of application submission.
Application Requirements:
Online application
Unofficial high school transcript
Standardized test scores (optional)
One counselor recommendation (written by a school counselor or community-based organization advisor)
One teacher recommendation (written by a teacher in a STEM field)
Responses to essay prompts",0,$0.00,Gelfand Center,,1,57,25,62,30
123,"Explore the field of architecture through classroom and studio-based education. Students will gain architectural experience within the studio, supported by integrated coursework in analog drawing, digital media, seminars and workshops.",Pre-College Programs,Pre-College Programs,Architecture,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/architecture.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Be a current sophomore or junior in high school at the time of application submission.
Application Requirements:
Completed online application
Unofficial transcript
Standardized test scores (optional)
One Letter of Recommendation
Responses to essay prompts
",0,"$7,500_-_$11,000",Gelfand Center,,1,58,11,62,31
124,"Hone your craft in this studio-based program. Students will participate in challenging courses, critique, workshops, portfolio development, and enjoy energetic interaction with dedicated faculty and talented peers.",Pre-College Programs,Pre-College Programs,Arts,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/art.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Be a current sophomore or junior in high school at the time of application submission.
Have a strong interest in art.
Application Requirements:
Completed online application
Unofficial transcript
Standardized test scores (optional)
One letter of recommendation
Responses to essay prompts
Samples of your artwork, submitted in one of the following formats (optional, but recommended)",0,"$5,500-$11,000",Gelfand Center,,1,59,4,62,32
125,Biological and medical research have become fully-fledged computational disciplines. Students receive training in cutting-edge laboratory experiments to generate biological data as well as to conduct the computational analysis of data that these experiments generate.,Pre-College Programs,Pre-College Programs,Biology,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/computational-biology.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Be a current sophomore or junior in high school at the time of application submission.
Please note: talented sophomores are encouraged to apply, however, most of our admitted students will be juniors.
Have an academic average of B (3.0/4.0) or better.
Application Requirements:
Completed online application
Unofficial transcript
Standardized test scores (optional)
Standardized tests are not required. We assess applicants holistically and take into consideration many factors, including quantitative background and skill. One way in which this skill can be demonstrated is through optional submission of PSAT, SAT, ACT, or SAT Subject Test scores and/or by mathematics coursework.
One Letter of Recommendation
Responses to essay prompts",0,"$5,500-$7,500",Gelfand Center,,1,60,38,62,33
126,"The Computer Science Scholars program provides students who have historically been excluded in the field of computer science an opportunity to explore the field of computer science with full-time faculty, staff and researchers who are leaders in the field. Students will take a deep dive into the field of Computer Science through a combination of classroom instruction, hands-on research projects, seminars, and industry engagement with leading tech companies in the country. In addition to their academic experiences, students will have the opportunity to develop meaningful connections with peers and mentors.",Pre-College Programs,Pre-College Programs,Computer Science,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/computer-science-scholars.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date.
Be a U.S. citizen or permanent resident. Students who are registered with DACA are also eligible.
Be a current sophomore or junior in high school at the time of application submission.
Application Requirements:
The complete application for the Computer Science Scholars program will consist of the following:
Online application
Unofficial high school transcript
Standardized test scores (optional)
One counselor recommendation (written by a school counselor or community-based organization advisor)
One teacher recommendation (written by a teacher in a STEM field)
Responses to essay prompts",0,$0.00,Gelfand Center,,1,61,25,62,34
127,"Design has never been in greater demand than it is now. Students will be introduced to the discipline of Design. Students will receive a foundation of skills through studio learning, lectures, critiques, and interactions with full-time faculty.",Pre-College Programs,Pre-College Programs,Arts,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/design.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date(to participate in the residential program).
Be a current sophomore or junior in high school at the time of application submission.
Have an academic average of B (3.0/4.0) or better.
Application Requirements:
Completed Online Application
Unofficial Transcript
Standardized Test Scores (optional)
One Letter of Recommendation
Responses to the essay prompts",0,"$8000_-_$11,000
",Gelfand Center,,1,62,22,62,35
128,"Build your audition repertoire and portfolio in our Pre-College Drama program. Students will work with nationally acclaimed Acting, Music Theater, or Design/Production faculty to prepare for college admission. ",Pre-College Programs,Pre-College Programs,Drama,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/drama.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Be a current sophomore or junior in high school at time of application submission
Application Requirements:
Completed Online Application
Unofficial Transcript
Standardized Test Scores (optional)
One Letter of Recommendation
Responses to the two essay prompts ",0,"$8,000-$11,000",Gelfand Center,,1,63,,62,36
129,Pre-College Music immerses high school students in a world-class conservatory experience within an internationally recognized university. Students engage in lessons and coaching that will help them prepare appropriate repertoire for undergraduate auditions.,Pre-College Programs,Pre-College Programs,Music,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/music.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Be a current sophomore or junior in high school at the time of application submission.
Have a strong interest in music.
Application Requirements:
Completed online application
Unofficial transcript
Standardized Test Scores (optional)
One Letter of Recommendation
Responses to essay prompts
Auditions ",0,"$7,500_-_$11,000
",Gelfand Center,,1,64,25,62,37
130,"The National High School Game Academy (NHSGA)  allows students an opportunity to learn the modern video game development process through art, music, design, and programming. Students participate in hands-on exercises, lectures, and discussion in this team-oriented experience.
",Pre-College Programs,Pre-College Programs,Technology ,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/game-academy.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Have an academic average of B (3.0/4.0) or better.
Have a strong interest in the entertainment industry (film, video games, tabletop games, music, etc.) and one of the following areas: Software Development, Game Generalist (willing and able to explore a variety of roles, a highly valuable team role), Visual Arts or Graphic Design,Sound Design or Music Composition
Demonstrate the ability to succeed in creative, collaborative coursework and/or projects.
Application Requirements:
Completed online application
Unofficial transcript
Standardized test scores (optional)
One Letter of Recommendation
Responses to essay prompts
Sample(s) of your creative work of all types (videos, music, images, art, writings, poetry, etc.).
Students must submit at least one portfolio piece that demonstrates their passion and ability in one of the following areas: 
Software Development
Game Generalist (willing and able to explore a variety of roles, a highly valuable team role; this can be in the form of an analysis of a game or a game proposal/design document)
Visual Arts or Graphic Design
Sound Design or Music Composition",0,"$8,500-$11,500",Gelfand Center,,1,65,8,62,38
131,"SAMS provides students from underrepresented communities an opportunity to explore STEM-related disciplines. Students engage in a rigorous curriculum comprised of courses, seminars, hands on projects, and professional/academic development workshops taught by faculty and staff.",Pre-College Programs,Pre-College Programs,STEM,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/sams.html',,0,"Eligibility Requirements:
Be at least 16 years old by the program start date.
Be a U.S. citizen or permanent resident.
Be a junior in high school at the time of application submission
Application Requirements:
Online application
Unofficial high school transcript
Standardized test scores (optional)
Letters of Recommendation
Complete two essay prompts indicated in the application",0,$0.00,Gelfand Center,,1,66,33,62,39
132,Earn college credit in this rigorous academic experience that mirrors the Carnegie Mellon University education. Students can choose from approximately 40 course offerings.,Pre-College Programs,Pre-College Programs,,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/summer-session.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Be a current sophomore or junior in high school at time of application submission.
Be in good academic standing and exhibit the ability to succeed in rigorous, fast paced coursework.
Application Requirements:
Completed Online Application
Unofficial Transcript
Standardized Test Scores (optional)
One Letter of Recommendation
Responses to Essay Prompts",0,"$6,500-$12,500
",Gelfand Center,,1,67,,62,40
133,"In a rapidly changing world in which empathetic, deep thinkers are greatly needed, the Pre-College Writing & Culture Program explores writing and culture at the intersections of the humanities, arts, and technology. ",Pre-College Programs,Pre-College Programs,Arts,14-18,High School,412-268-5914,,https://www.cmu.edu/pre-college/academic-programs/writing-and-culture.html,,0,"Eligibility Requirements:
Be at least 16 years old by the program start date (to participate in the residential program).
Be a current sophomore or junior in high school at time of application submission.
Have an academic average of B (3.0/4.0) and/or have received a B or higher in their last English class.
Application Requirements:
Up to 3 samples of your writing (optional but recommended).
If applicant’s cumulative GPA is below a B average (3.0/4.0), submitting writing samples is strongly encouraged.",0,"$7,500-$10,000
",Gelfand Center,,1,68,10,62,41
134,"Tour Your Future invites girls and non-binary youth ages 11–17 to discover unique and exciting careers in science, technology, engineering, and math. Meet female+ STEM professionals and experience what it’s like to work in a variety of industries ranging from healthcare, environmental science, vaccine research, agriculture technology, and more!",Enrichment Exposure Exploration,Events,STEM,14-18,High School,412-237-3400,,https://carnegiesciencecenter.org/programs/tour-your-future/,,0,"Tours are open to individuals and groups ages 11–17. Cisgender girls, transgender girls, non-binary youth, gender nonconforming youth, genderqueer youth, and anyone who identifies as female is welcome.",0,$10.00,CMU Team,,20,,34,63,
135,"Tour Your Future invites girls and non-binary youth ages 11–17 to discover unique and exciting careers in science, technology, engineering, and math. Meet female+ STEM professionals and experience what it’s like to work in a variety of industries ranging from healthcare, environmental science, vaccine research, agriculture technology, and more!",Enrichment Exposure Exploration,Events,STEM,11-14,Middle School,412-237-3400,,https://carnegiesciencecenter.org/programs/tour-your-future/,,0,"Tours are open to individuals and groups ages 11–17. Cisgender girls, transgender girls, non-binary youth, gender nonconforming youth, genderqueer youth, and anyone who identifies as female is welcome.",0,$10.00,CMU Team,,20,,34,63,
136,"Explore video game science, space, music, robotics, biology, art, and so much more to foster curiosity and scientific inquiry! Carnegie Science Center offers Summer Camps for kids in Pittsburgh that are exciting, fun, active, and enriching.

",Summer Camps,Camps,STEM,14-18,High School,412-237-3400,,https://carnegiesciencecenter.org/programs/summer-camps/,,0,,0,,CMU Team,,20,69,,64,
137,"Explore video game science, space, music, robotics, biology, art, and so much more to foster curiosity and scientific inquiry! Carnegie Science Center offers Summer Camps for kids in Pittsburgh that are exciting, fun, active, and enriching.

",Summer Camps,Camps,STEM,11-14,Middle School,412-237-3400,,https://carnegiesciencecenter.org/programs/summer-camps/,,0,,0,,CMU Team,,20,69,,64,
138,"Explore video game science, space, music, robotics, biology, art, and so much more to foster curiosity and scientific inquiry! Carnegie Science Center offers Summer Camps for kids in Pittsburgh that are exciting, fun, active, and enriching.

",Summer Camps,Camps,STEM,5-11,Elementary School,412-237-3400,,https://carnegiesciencecenter.org/programs/summer-camps/,,0,,0,,CMU Team,,20,69,,64,
139,"Each year, approximately 1,000 students from more than 100 schools participate in Pittsburgh Regional Science & Engineering Fair. Students spend the 12 months leading up to the Science Fair developing and executing a project by utilizing the scientific method.Pittsburgh Regional Science & Engineering Fair (PRSEF) invites middle and high school students to take on the challenge of designing, implementing, and communicating an original experiment while competing for cash prizes and scholarships. PRSEF is open to all students in grades 6–12 from the 21 counties within Western Pennsylvania and Garrett County, Maryland.",Competitions,Competitions,STEM,14-18,High School,412-237-1534,,https://carnegiesciencecenter.org/educators/stemcenter-science-fair/,,0,,0,,CMU Team,,20,70,,65,
140,"As a Visiting High School/Minor Student at Carnegie Mellon
University, you can expand your education and take advantage
of our innovative coursework in fine arts, business, engineering,
technology, humanities, and more.",Pre-College Programs,Pre-College Programs,,14-18,High School,412-268-8186,,https://www.cmu.edu/hub/registrar/registration/vnd/minor.html,,0,"Read Visiting High School/Minor Student Guide (pdf)
Submit transcript & Visiting High School/Minor Student Petition (pdf) ",0,,CMU Team,,1,71,,66,
141,Summer Institute students: Live on the campus of Duquesne University. Are enrolled in classes taught by University faculty. Earn college credit for the experience.Participate in extracurricular activities that round out the college experience.,Pre-College Programs,Pre-College Programs,,14-18,High School,412-396-662,,https://www.duq.edu/life-at-duquesne/student-services/tutoring-and-mentoring/community-connections/summer-institute,,0,high school juniors and seniors ,0,$0.00,CMU Team,,21,72,29,67,
142,"High school students from local Pittsburgh area schools are invited to apply for a horizon-expanding STEM learning experience at Duquesne University. Through interactive STEM program activities with Duquesne faculty and student mentors, students will identify and discuss to various environmental and cultural factors impacting our community. Students who complete the full 5-day program will receive $500. 5-day learning experience is daily from 8:30 AM to 5:00 PM,  Breakfast and lunch will be provided for free to all students. Camp activities will mostly occur on Duquesne's campus at the Bayer School's Mellon Hall. Participants (with parent permission) will take field trips to off campus locations",Summer Camps,Camps,STEM,14-18,High School,412-396-662,,https://www.duq.edu/academics/schools/natural-and-environmental-sciences/events-and-opportunities/stem-summer-camp,,0,"Students must be from Pittsburgh area high schools who are:

Entering as sophomores or juniors for the fall 2022 school year
Academically focused with a current minimum overall GPA of 2.75
Available to participate in all aspects of the program, including pre-program meetings
Curious about STEM to maintain a daily journal throughout the entire program
Creative thinkers who will present their Camp learnings to their peers on the final day

Applications must be completed by Parents/Guardians 
Applications must include the following documents:
A copy of the student's current high school official transcript
A letter of recommendation from their high school science or math teacher and/or counselor",1,$0.00,CMU Team,,21,73,28,68,
143,"The GenCyber program provides cybersecurity experiences for students and teachers at the secondary level. The goals of the GenCyber program are to:
• Ignite, sustain, and increase awareness of K12 cybersecurity content and cybersecurity postsecondary and career opportunities for participants through year-round engagement
• Increase student diversity in cybersecurity college and career readiness pathways at the K-12 level",Enrichment Exposure Exploration,Camps,Cybersecurity,14-18,High School,,,https://www.gen-cyber.com/,,1,For students at the secondary level.,0,$0.00,CMU Team,,22,74,40,69,
144,"The GenCyber program provides cybersecurity experiences for students and teachers at the secondary level. The goals of the GenCyber program are to:
• Ignite, sustain, and increase awareness of K12 cybersecurity content and cybersecurity postsecondary and career opportunities for participants through year-round engagement
• Increase student diversity in cybersecurity college and career readiness pathways at the K-12 level",Enrichment Exposure Exploration,Camps,Cybersecurity,11-14,Middle School,,,https://www.gen-cyber.com/,,1,For students at the secondary level.,0,$0.00,CMU Team,,22,,40,69,
145,"The Year-Round HSU program offers free college classes, college application support, career exploration counseling, and paid internships with local partnering organizations. The Year Round High School U program will take place on college campuses throughout Pittsburgh and Allegheny county. Each student must go through an application process as well as class, tutoring and work requirements.

Saturday College - students must come to class every Saturday throughout the school year; SAT Prep, Planning, & Testing - tutors and students from CMU’s NSBE and Spirit organizations will conduct SAT prep classes for 11th graders and PSAT prep classes for 10th graders; College Preparation - tutors and mentors will help students develop a checklist and plan for college preparation. Students will be guided and encouraged to apply to the colleges of their choices; College/Industry Exploration - all students will travel and visit at least 4 colleges or industry worksite tours to foster curiosity and insight into different career paths; FAFSA, Scholarship Guidance - case managers will work with students and their parents to explain and guide families through the college financial applications process for 11th and 12th graders;Mentors - college and adult mentors will provide guidance and encouragement for High School U students on a monthly basis. ",Enrichment Exposure Exploration,Pre-College Programs,,14-18,High School,412-363-1592,,https://neighborhoodlearning.org/hsu,,1,,0,$0.00,Sharmyn Straughters,,23,,35,70,
146,"The Year-Round HSU program offers free college classes, college application support, career exploration counseling, and paid internships with local partnering organizations. The Year Round High School U program will take place on college campuses throughout Pittsburgh and Allegheny county. Each student must go through an application process as well as class, tutoring and work requirements.

Saturday College - students must come to class every Saturday throughout the school year; SAT Prep, Planning, & Testing - tutors and students from CMU’s NSBE and Spirit organizations will conduct SAT prep classes for 11th graders and PSAT prep classes for 10th graders; College Preparation - tutors and mentors will help students develop a checklist and plan for college preparation. Students will be guided and encouraged to apply to the colleges of their choices; College/Industry Exploration - all students will travel and visit at least 4 colleges or industry worksite tours to foster curiosity and insight into different career paths; FAFSA, Scholarship Guidance - case managers will work with students and their parents to explain and guide families through the college financial applications process for 11th and 12th graders;Mentors - college and adult mentors will provide guidance and encouragement for High School U students on a monthly basis. ",Enrichment Exposure Exploration,"Job opportunities, Internships, Apprenticeships",,14-18,High School,412-363-1592,,https://neighborhoodlearning.org/hsu,,1,,0,$0.00,Sharmyn Straughters,,23,,35,70,
147,"The Year-Round HSU program offers free college classes, college application support, career exploration counseling, and paid internships with local partnering organizations. The Year Round High School U program will take place on college campuses throughout Pittsburgh and Allegheny county. Each student must go through an application process as well as class, tutoring and work requirements.

Saturday College - students must come to class every Saturday throughout the school year; SAT Prep, Planning, & Testing - tutors and students from CMU’s NSBE and Spirit organizations will conduct SAT prep classes for 11th graders and PSAT prep classes for 10th graders; College Preparation - tutors and mentors will help students develop a checklist and plan for college preparation. Students will be guided and encouraged to apply to the colleges of their choices; College/Industry Exploration - all students will travel and visit at least 4 colleges or industry worksite tours to foster curiosity and insight into different career paths; FAFSA, Scholarship Guidance - case managers will work with students and their parents to explain and guide families through the college financial applications process for 11th and 12th graders; Mentors - college and adult mentors will provide guidance and encouragement for High School U students on a monthly basis. ",Enrichment Exposure Exploration,College/University Entrance Support,,14-18,High School,412-363-1592,,https://neighborhoodlearning.org/hsu,,1,,0,$0.00,Sharmyn Straughters,,23,,35,70,
148,"A partnership between Neighborhood Learning Alliance, CCAC, Carlow University and local Healthcare Institutions, the High School 2 Health Careers program creates a strong career pathway for students of color interested in the Healthcare industry. This one-of-a-kind program will span the student’s high school career, starting at 10th grade, through college graduation to ensure that the student graduates with a guaranteed position secured in a local hospital. They participate in summer and year round college classes that meet the CCAC Registered Nursing perquisite requirements. Students will also be placed in paid health careers internship experiences with local partner healthcare institutions. ",Dual Enrollment,"Job opportunities, Internships, Apprenticeships",Health Care,14-18,High School,,,https://neighborhoodlearning.org/health,,0,10th and 11th grade Students of color with at least a 3.25 GPA ,1,$0.00,Sharmyn Straughters,,23,,35,71,
149,"A partnership between Neighborhood Learning Alliance, CCAC, Carlow University and local Healthcare Institutions, the High School 2 Health Careers program creates a strong career pathway for students of color interested in the Healthcare industry. This one-of-a-kind program will span the student’s high school career, starting at 10th grade, through college graduation to ensure that the student graduates with a guaranteed position secured in a local hospital. They participate in summer and year round college classes that meet the CCAC Registered Nursing perquisite requirements. Students will also be placed in paid health careers internship experiences with local partner healthcare institutions. ",Dual Enrollment,Pre-College Programs,Health Care,14-18,High School,,,https://neighborhoodlearning.org/health,,0,10th and 11th grade Students of color with at least a 3.25 GPA ,1,$0.00,Sharmyn Straughters,,23,,35,71,
150,"The Reading Warriors program employs high school students as reading mentors for 100 elementary school children, teaching them that reading isn't just a skill to learn, but a powerful way of interacting with the world. Reading Warriors aim to fundamentally change children’s literacy engagement – both in school and at home – by selecting interesting, age-appropriate books to read aloud and by asking thoughtful questions about vocabulary and comprehension.

They also promote literacy in their communities by holding public displays of reading, learning about the public library system, and executing outreach projects to get their neighbors excited about reading. Throughout the program, Reading Warriors are encouraged to document their accomplishments with the children, creating a strong portfolio to share with potential employers and postsecondary schools. 

The Tech Warrior program is possible thanks to generous funding from Google. Following the Warrior model, it coaches and empowers high school students to explore Pittsburgh’s growing Maker Movement and share new technologies with children. ",Internships,"Job opportunities, Internships, Apprenticeships",Technology ,14-18,High School,,,https://neighborhoodlearning.org/warriors,,0,"DUTIES AND RESPONSIBILITIES:
●	Be a role model for the other Warriors and your assigned elementary children
●	Lead Reading activities and STEM projects with elementary children
●	Lead Reading and STEM demonstrations at Warrior trainings
●	Wear your T-shirts when traveling to and from the site, at your site, at trainings and outreach events and at least one day per week in school

QUALIFICATIONS:
●	Must be willing to learn STEM and reading activity strategies and demonstrate that learning through earning badges
●	Must value education, reading and  STEM and be willing to share that passion
●	Must be willing to participate in extensive professional development principally on Fridays and Saturdays
●	Must be able to travel independently to your assigned program sites in various parts of the city (all sites are accessible by public transportation and bus passes are provided)
●	Must be ready to accept the responsibility of mentoring younger children and providing leadership to other Warriors",1,$0.00,Sharmyn Straughters,,23,,35,72,
151,"The Reading Warriors program employs high school students as reading mentors for 100 elementary school children, teaching them that reading isn't just a skill to learn, but a powerful way of interacting with the world. Reading Warriors aim to fundamentally change children’s literacy engagement – both in school and at home – by selecting interesting, age-appropriate books to read aloud and by asking thoughtful questions about vocabulary and comprehension.

They also promote literacy in their communities by holding public displays of reading, learning about the public library system, and executing outreach projects to get their neighbors excited about reading. Throughout the program, Reading Warriors are encouraged to document their accomplishments with the children, creating a strong portfolio to share with potential employers and postsecondary schools. 

The Tech Warrior program is possible thanks to generous funding from Google. Following the Warrior model, it coaches and empowers high school students to explore Pittsburgh’s growing Maker Movement and share new technologies with children. ",Internships,"Job opportunities, Internships, Apprenticeships",English ,14-18,High School,,,https://neighborhoodlearning.org/warriors,,0,"DUTIES AND RESPONSIBILITIES:
●	Be a role model for the other Warriors and your assigned elementary children
●	Lead Reading activities and STEM projects with elementary children
●	Lead Reading and STEM demonstrations at Warrior trainings
●	Wear your T-shirts when traveling to and from the site, at your site, at trainings and outreach events and at least one day per week in school

QUALIFICATIONS:
●	Must be willing to learn STEM and reading activity strategies and demonstrate that learning through earning badges
●	Must value education, reading and  STEM and be willing to share that passion
●	Must be willing to participate in extensive professional development principally on Fridays and Saturdays
●	Must be able to travel independently to your assigned program sites in various parts of the city (all sites are accessible by public transportation and bus passes are provided)
●	Must be ready to accept the responsibility of mentoring younger children and providing leadership to other Warriors",1,$0.00,Sharmyn Straughters,,23,,35,72,
152,"The purpose of the Summer High School U Program is to provide high school Black students, students of color, and low-income students the opportunity to engage in a college course led by a university professor FREE of charge. 

Partnership with CCAC Nursing and West Penn Nursing Program. Starting as early as 9th grade, students participate in college courses aligned to university nursing programs. In addition to college course participation, students are provided FREE test prep for the TEA’s nursing exam.",Dual Enrollment,Pre-College Programs,Health Care,14-18,High School,,,https://neighborhoodlearning.org/summercollege,,0," Rising 10th-12th grade students and graduating high school seniors are eligible for the Summer High School U Program.

All students who are ultimately chosen to participate in the Summer High School U Program will go through a selection process which includes:
A copy of your most recent high school transcript
Mandatory student and parent orientations and events 
Completion of Learn & Earn enrollment process",1,$0.00,Sharmyn Straughters,,23,,35,73,42
153,"Partnership between Neighborhood Learning Alliance and Chatham University, Chatham Future Teachers is a long-term program that encourages and supports high school Black students and students of color in becoming elementary or high school teachers. Interested students start in their 10th grade year of high school and can complete the program with 18 college credits. Students are provided FREE SAT test prep to meet the PA teacher certification requirements while in high school. ",Dual Enrollment,Pre-College Programs,Education,14-18,High School,,,https://neighborhoodlearning.org/summercollege,,0,"11th and 12th grade students are eligible to participate

All students who are ultimately chosen to participate in the Summer High School U Program will go through a selection process which includes:
A copy of your most recent high school transcript
Mandatory student and parent orientations and events 
Completion of Learn & Earn enrollment process",1,$0.00,Sharmyn Straughters,,23,,35,73,43
154,"Partnership with the Community College of Allegheny County (CCAC). High school students participate in college courses that will build their capacity and understanding of entrepreneurship, marketing, and business management.",Dual Enrollment,Pre-College Programs,Business,14-18,High School,,,https://neighborhoodlearning.org/summercollege,,0," Rising 10th-12th grade students and graduating high school seniors are eligible for the Summer High School U Program.

All students who are ultimately chosen to participate in the Summer High School U Program will go through a selection process which includes:
A copy of your most recent high school transcript
Mandatory student and parent orientations and events 
Completion of Learn & Earn enrollment process",1,$0.00,Sharmyn Straughters,,23,,35,73,44
155,"Carnegie Museum of Art’s Youth Art Initiative (YAI) is a museum advisory group focused on the engagement, advancement, and support of local Pittsburgh-area teens. YAI members collaborate with museum staff to plan and implement their own unique Carnegie Museum of Art programs and relevant events. Members also can meet with and learn from a wide range of museum professionals and working artists. Designed as an ongoing program, YAI offers teens a compelling and comfortable space to explore their creativity while connecting with other teens to build a broad and inclusive community.",Enrichment Exposure Exploration,Volunteer Opportunities,Arts,14-18,High School,412-622-3214,,https://cmoa.org/programs/teens/youth-art-initiative/,,0,Youth Art Initiative membership is free for teens ages 14–19 and includes museum admission.,0,$0.00,CMU Team,,24,75,,74,
156,"Express yourself through painting, design your dream house, or learn about what it means to curate. Art and architecture workshops show you new ways to create and use the whole museum for inspiration.",Enrichment Exposure Exploration,Courses/Workshops,Arts,14-18,High School,412-622-3214,,https://camps.artandnaturalhistory.org/calendar/?week=-1&event_category=0&event_audience=44,,0,,0,$300.00,CMU Team,,24,76,,75,
157,"Your ideas, your voices, your neighborhood art museum.

Youth Artist Studio is a program for students in grades ten through twelve to dedicate time to their art practice at the museum in a studio setting. Each Thursday afternoon, students will gather at the museum to explore their ideas and the social and cultural contexts of artworks and to develop an artistic practice while honing their skills. The collaborative studio atmosphere will create a community of peers and instructors to share in supportive feedback and artistic growth.",Enrichment Exposure Exploration,Courses/Workshops,Arts,14-18,High School,412-622-3288,,https://cmoa.org/programs/teens/youth-artist-studio/,,0,10-12th grade students,0,$175.00,CMU Team,,24,77,,76,
158,"Carnegie Museum of Art High School internships provide on-the-job experience for students who learn from and work alongside museum staff in a variety of professional roles. Interns build skills for future educational opportunities and develop an understanding of art museum careers.
",Internships,"Job opportunities, Internships, Apprenticeships",Arts,14-18,High School,412-622-3214,,https://cmoa.org/programs/teens/,,0,,,,CMU Team,,24,78,,77,
159,"This workshop offers a solid foundation in the key aesthetic and technical skills essential to creating movies. Composition, cinematography, audio, and editing are some of the concepts that will be covered. In-class screenings and discussion of narrative, documentary and experimental films and videos will enable participants to gain command of the language of filmmaking. Using digital video cameras and Adobe Premiere editing software, students will collaborate on in-class projects and make a short (2 – 4 min) film of their own.",Enrichment Exposure Exploration,Courses/Workshops,Technology ,14-18,High School,412-361-0455,,https://pghartsmedia.org/class/video-production-workshop/,,0,High School Students,0,$400.00,CMU Team,,25,79,,78,
160,"Copper, brass, and pewter, oh my! Don't let these metals scare you off. Come explore the world of metal crafting! You'll learn about the chemical composition of metal, and how you can manipulate it to change the way it acts. Start off the week learning basic aluminum manipulation and work your way up to creating artwork with blow torches and kilns to enamel your work. You’ll handcraft one of a kind accessories and jewelry pieces to take home at the end of the week.",Enrichment Exposure Exploration,Courses/Workshops,Arts,14-18,High School,412-361-0455,,https://pghartsmedia.org/class/intro-to-metals-and-jewelry/,,0,High School Students,0,$375.00,CMU Team,,25,80,,79,
161,"Future novelists, poets, and memoirists will get a taste of each form in this writing camp. Through exercises, readings, and workshops of each other’s writing, students will take their own writing to the next level. Routes to publication will be explored to ensure students are ready to share their stories with the words",Enrichment Exposure Exploration,Camps,Creative Writing ,14-18,High School,412-361-0457,,https://pghartsmedia.org/class/creative-writing-workshop/,,0,High School Students,0,$325.00,CMU Team,,25,81,,80,
